field_id,date,valid_frac,ndvi,ndre,cire,s2rep,ndre_seg_std,n_segments
FLD0222,2026-04-08,1.0000,0.6309,0.3846,1.1011,718.7214,0.0481,9.0000
FLD0223,2026-04-08,1.0000,0.5850,0.4233,1.3235,720.0444,,1.0000
FLD0226,2026-04-08,0.7667,0.5181,0.3395,0.8170,719.3305,0.0767,6.0000
FLD0228,2026-04-08,0.8682,0.6061,0.3965,1.1015,719.1515,0.0913,17.0000
FLD0229,2026-04-08,0.6842,0.7132,0.4275,1.4018,718.5474,0.0937,4.0000
FLD0230,2026-04-08,0.6364,0.2701,0.1588,0.4226,715.7943,,1.0000
FLD0231,2026-04-08,0.9825,0.5219,0.3268,0.8122,716.8657,0.0357,14.0000
FLD0235,2026-04-08,0.6047,0.4704,0.3157,1.0880,717.5949,0.0661,2.0000
FLD0238,2026-04-08,0.8000,0.2794,0.2728,0.7270,727.6145,,1.0000
FLD0242,2026-04-08,0.6931,0.6725,0.4457,1.3292,719.7476,,1.0000
FLD0244,2026-04-08,0.8780,0.7261,0.4582,1.4541,718.9883,0.0729,2.0000
FLD0245,2026-04-08,1.0000,0.6151,0.3624,0.8363,713.2956,0.0428,4.0000
FLD0246,2026-04-08,0.6613,0.6248,0.4152,1.2573,719.2870,0.0540,11.0000
FLD0247,2026-04-08,0.9109,0.5132,0.3367,0.8468,717.6903,0.0841,21.0000
FLD0248,2026-04-08,0.7289,0.6351,0.3958,1.0777,717.9298,0.0732,10.0000
FLD0250,2026-04-08,0.5904,0.7882,0.5129,2.0605,720.5416,0.1503,16.0000
FLD0251,2026-04-08,0.7006,0.5800,0.3819,1.0894,719.0448,0.1152,29.0000
FLD0252,2026-04-08,0.6938,0.7697,0.5156,1.9097,721.7847,0.0579,5.0000
FLD0253,2026-04-08,0.6054,0.5568,0.3403,1.2241,716.7550,0.1540,14.0000
FLD0254,2026-04-08,0.7295,0.7508,0.5042,1.7258,721.8951,0.0583,8.0000
FLD0256,2026-04-08,0.6741,0.3774,0.2324,0.5346,715.5727,0.1480,3.0000
FLD0257,2026-04-08,0.9630,0.4350,0.2765,0.6219,716.5170,0.0607,4.0000
FLD0258,2026-04-08,1.0000,0.4097,0.2387,0.5706,719.5726,0.0663,2.0000
FLD0259,2026-04-08,0.7359,0.3718,0.2465,0.5649,718.0218,0.1108,22.0000
FLD0263,2026-04-08,0.7679,0.7148,0.4629,1.5383,719.7372,0.0713,12.0000
FLD0264,2026-04-08,0.5074,0.6751,0.4378,1.4284,719.6931,0.1160,16.0000
FLD0265,2026-04-08,0.5550,0.6982,0.4541,1.5560,719.7268,0.1101,26.0000
FLD0266,2026-04-08,0.8171,0.4775,0.3058,0.7709,716.6746,0.0932,78.0000
FLD0268,2026-04-08,0.8390,0.5859,0.3697,1.0713,717.6415,0.0815,5.0000
FLD0270,2026-04-08,0.6471,0.7059,0.4502,1.6199,719.5714,0.1045,6.0000
FLD0271,2026-04-08,0.5470,0.8849,0.5646,2.2491,721.3973,0.0154,5.0000
FLD0277,2026-04-08,0.5304,0.6806,0.4222,1.3643,718.2223,0.0814,10.0000
FLD0278,2026-04-08,0.8133,0.6209,0.3985,1.2435,719.6942,0.0949,15.0000
FLD0279,2026-04-08,0.6319,0.6218,0.3868,1.2250,718.7219,0.1071,10.0000
FLD0280,2026-04-08,0.7081,0.6327,0.3955,1.2906,718.4833,0.0651,15.0000
FLD0281,2026-04-08,1.0000,0.7076,0.4352,1.3693,718.7423,0.0091,2.0000
FLD0284,2026-04-08,0.9118,0.5575,0.3423,0.9327,716.3483,0.0849,18.0000
FLD0286,2026-04-08,0.7634,0.6434,0.4203,1.3590,719.2875,,1.0000
FLD0288,2026-04-08,0.5327,0.8064,0.5107,1.6987,720.1334,,1.0000
FLD0291,2026-04-08,1.0000,0.5101,0.3473,0.8313,719.5212,,1.0000
FLD0292,2026-04-08,0.9412,0.7616,0.4819,1.5721,719.5606,0.0424,2.0000
FLD0293,2026-04-08,0.9318,0.8250,0.5415,2.1266,721.7327,0.0469,4.0000
FLD0294,2026-04-08,0.6389,0.7949,0.4735,1.5081,718.5608,0.0075,2.0000
FLD0295,2026-04-08,0.5758,0.7946,0.5401,1.9732,722.0793,0.0225,2.0000
FLD0297,2026-04-08,0.8889,0.8656,0.5738,2.4630,722.5114,0.0237,3.0000
FLD0298,2026-04-08,0.7612,0.7181,0.4565,1.5630,719.8037,0.0285,6.0000
FLD0300,2026-04-08,0.6471,0.6602,0.4202,1.4635,718.9265,0.1572,5.0000
FLD0301,2026-04-08,0.7565,0.6192,0.3998,1.3373,719.8137,0.1147,7.0000
FLD0302,2026-04-08,0.6698,0.7712,0.4774,1.7187,719.4913,0.1195,15.0000
FLD0303,2026-04-08,0.5424,0.6442,0.4269,1.5114,720.1750,0.1120,46.0000
FLD0310,2026-04-08,1.0000,0.5476,0.3879,0.9926,722.3485,,1.0000
FLD0311,2026-04-08,0.6573,0.7861,0.4941,1.6819,719.8371,0.0468,9.0000
FLD0313,2026-04-08,0.5000,0.7182,0.4193,1.2694,719.0837,0.0864,3.0000
FLD0314,2026-04-08,0.9853,0.6581,0.4134,1.1038,718.1669,0.0176,5.0000
FLD0316,2026-04-08,0.5496,0.7195,0.4668,1.7141,720.3496,0.1030,19.0000
FLD0318,2026-04-08,0.7676,0.6641,0.4178,1.3698,719.0110,0.0817,20.0000
FLD0321,2026-04-08,0.7303,0.8393,0.5024,1.6485,718.8254,,1.0000
FLD0322,2026-04-08,0.8592,0.7190,0.4522,1.4544,719.6726,0.0706,9.0000
FLD0325,2026-04-08,0.9744,0.5617,0.3395,0.9447,716.4862,0.0704,8.0000
FLD0326,2026-04-08,0.8675,0.6698,0.4274,1.3258,720.0174,0.0182,8.0000
FLD0327,2026-04-08,0.7152,0.7253,0.4782,1.8579,720.6566,0.0806,3.0000
FLD0330,2026-04-08,0.8288,0.5490,0.3405,0.9207,717.0579,0.0814,9.0000
FLD0333,2026-04-08,0.8300,0.7368,0.4415,1.3222,717.5777,0.0597,6.0000
FLD0334,2026-04-08,0.8140,0.3181,0.1800,0.4058,708.5784,0.0816,21.0000
FLD0335,2026-04-08,0.6080,0.7396,0.4534,1.4412,718.3216,0.0971,36.0000
FLD0336,2026-04-08,0.9478,0.6549,0.4028,1.1107,717.7780,0.0728,10.0000
FLD0337,2026-04-08,0.8000,0.1818,0.0904,0.2198,707.4232,0.0213,3.0000
FLD0338,2026-04-08,0.7092,0.3184,0.2027,0.4202,715.8558,0.0633,8.0000
FLD0339,2026-04-08,0.7829,0.3901,0.2523,0.5077,715.9861,0.0646,8.0000
FLD0340,2026-04-08,0.8571,0.3134,0.2172,0.4712,717.5308,0.0924,7.0000
FLD0341,2026-04-08,0.6885,0.4281,0.2503,0.6243,715.9378,0.0853,4.0000
FLD0343,2026-04-08,0.7574,0.5561,0.3335,0.8437,715.3824,0.0871,7.0000
FLD0345,2026-04-08,0.9300,0.5179,0.3357,0.8118,718.5532,0.0643,15.0000
FLD0346,2026-04-08,0.9487,0.7488,0.4562,1.2532,717.8815,0.0454,7.0000
FLD0348,2026-04-08,0.5285,0.2171,0.1455,0.2962,713.7726,0.0550,3.0000
FLD0353,2026-04-08,0.7944,0.3179,0.2076,0.4685,719.5285,0.0997,6.0000
FLD0356,2026-04-08,0.7230,0.3938,0.2576,0.5876,717.4350,0.1264,23.0000
FLD0357,2026-04-08,0.9730,0.2894,0.1937,0.3698,715.2489,0.0532,9.0000
FLD0360,2026-04-08,0.5556,0.3301,0.2267,0.5897,717.9491,0.1325,9.0000
FLD0361,2026-04-08,0.6000,0.3856,0.2783,0.8298,721.7498,0.1790,4.0000
FLD0363,2026-04-08,0.5444,0.6841,0.4481,1.5501,720.0320,0.0434,4.0000
FLD0365,2026-04-08,1.0000,0.6574,0.4444,1.3206,720.0219,0.0715,2.0000
FLD0367,2026-04-08,0.6578,0.6394,0.4167,1.3124,719.9509,0.0816,10.0000
FLD0368,2026-04-08,0.6400,0.7918,0.4761,1.5885,719.7383,0.0584,5.0000
FLD0374,2026-04-08,0.7602,0.3780,0.2359,0.5781,713.8556,0.1164,84.0000
FLD0375,2026-04-08,1.0000,0.2979,0.2220,0.4252,722.5070,0.0237,3.0000
FLD0377,2026-04-08,0.8523,0.2567,0.1781,0.3113,714.3958,0.0704,2.0000
FLD0378,2026-04-08,0.5370,0.2663,0.1673,0.3690,717.0234,0.1037,6.0000
FLD0379,2026-04-08,0.9070,0.3348,0.2318,0.4584,716.9406,0.0629,8.0000
FLD0380,2026-04-08,0.7438,0.6282,0.3870,1.1973,718.1270,0.0933,51.0000
FLD0381,2026-04-08,0.7098,0.5859,0.3621,1.1438,717.1473,0.0999,14.0000
FLD0382,2026-04-08,0.7560,0.3837,0.2470,0.5212,712.5470,0.0345,5.0000
FLD0383,2026-04-08,0.7608,0.3227,0.2026,0.4238,713.1753,0.0693,29.0000
FLD0384,2026-04-08,0.5497,0.7037,0.4447,1.4588,719.7128,0.0583,11.0000
FLD0385,2026-04-08,0.8281,0.6927,0.4266,1.3292,718.0821,0.0867,10.0000
FLD0388,2026-04-08,0.7000,0.5993,0.4107,1.2389,721.4539,,1.0000
FLD0392,2026-04-08,0.9065,0.5841,0.3728,1.1465,718.2473,0.0982,23.0000
FLD0396,2026-04-08,0.6070,0.6586,0.4215,1.3437,719.9698,0.1214,7.0000
FLD0397,2026-04-08,0.5567,0.6452,0.4041,1.3727,720.4736,0.0580,3.0000
FLD0402,2026-04-08,0.6852,0.6044,0.4122,1.4841,720.0410,0.1193,10.0000
FLD0404,2026-04-08,0.8095,0.7870,0.4881,1.8304,721.1951,0.0543,2.0000
FLD0405,2026-04-08,0.6000,0.7392,0.5072,2.0308,721.6408,0.0576,3.0000
FLD0407,2026-04-08,0.5455,0.8844,0.6252,3.1551,722.6911,0.0138,3.0000
FLD0408,2026-04-08,1.0000,0.7015,0.3830,1.3371,713.9032,,1.0000
FLD0409,2026-04-08,1.0000,0.8372,0.5460,2.1199,721.0199,,1.0000
FLD0423,2026-04-08,0.9000,0.5482,0.3639,0.9279,719.0362,,1.0000
FLD0426,2026-04-08,0.8951,0.6674,0.4209,1.2905,719.4927,0.0788,13.0000
FLD0427,2026-04-08,0.8678,0.6423,0.3985,1.2119,717.9609,0.0804,10.0000
FLD0428,2026-04-08,0.7615,0.6553,0.4215,1.2975,719.9904,0.0844,26.0000
FLD0431,2026-04-08,1.0000,0.6902,0.4228,1.1647,718.6574,0.0197,3.0000
FLD0432,2026-04-08,0.9623,0.4544,0.3086,0.8052,719.4141,0.1464,3.0000
FLD0433,2026-04-08,0.7727,0.6145,0.3935,1.2149,716.8082,0.0681,3.0000
FLD0434,2026-04-08,1.0000,0.5714,0.4054,1.1906,720.4100,,1.0000
FLD0436,2026-04-08,0.9730,0.5498,0.3539,0.8699,717.6389,0.0793,22.0000
FLD0437,2026-04-08,0.6236,0.8653,0.5399,2.0284,720.1183,0.0318,8.0000
FLD0440,2026-04-08,0.6667,0.7068,0.4677,1.5468,720.3102,0.0732,3.0000
FLD0441,2026-04-08,0.6923,0.9063,0.4801,1.6366,716.4255,,1.0000
FLD0442,2026-04-08,0.7031,0.6188,0.4291,1.3115,720.3011,0.0325,3.0000
FLD0443,2026-04-08,0.7677,0.7517,0.5017,1.7314,721.2808,0.0420,4.0000
FLD0448,2026-04-08,0.5441,0.7924,0.4948,1.6716,720.7051,0.0369,2.0000
FLD0449,2026-04-08,0.8354,0.8002,0.4900,1.5080,719.5959,,1.0000
FLD0456,2026-04-08,0.8448,0.8774,0.5243,1.9339,719.8502,0.0235,3.0000
FLD0458,2026-04-08,1.0000,0.5208,0.3767,1.0359,723.1347,0.0366,2.0000
FLD0459,2026-04-08,0.9545,0.5336,0.3387,0.8705,719.2865,0.0879,4.0000
FLD0463,2026-04-08,0.5385,0.8156,0.5360,1.6660,718.7140,0.0847,2.0000
FLD0466,2026-04-08,0.8000,0.5769,0.3604,0.9653,718.5331,0.0264,4.0000
FLD0467,2026-04-08,0.7143,0.7610,0.4723,1.6180,719.1995,0.0637,6.0000
FLD0468,2026-04-08,1.0000,0.5972,0.3889,1.0415,719.4939,0.0614,2.0000
FLD0003,2026-04-13,0.8659,0.5557,0.3494,0.7942,715.6987,0.0854,9.0000
FLD0005,2026-04-13,0.6610,0.7039,0.4281,1.2183,714.7242,0.1139,4.0000
FLD0006,2026-04-13,0.5700,0.7115,0.4302,1.2655,715.1669,0.0894,6.0000
FLD0007,2026-04-13,0.5861,0.4918,0.3079,0.7611,714.0666,0.1286,17.0000
FLD0021,2026-04-13,0.7297,0.7567,0.4815,1.5572,717.9546,0.0468,6.0000
FLD0022,2026-04-13,0.6667,0.7695,0.4916,1.6873,717.5963,0.0522,11.0000
FLD0033,2026-04-13,0.7907,0.6260,0.3903,0.9045,713.7745,0.0705,8.0000
FLD0038,2026-04-13,0.8739,0.4878,0.3083,0.6777,712.2250,0.0781,22.0000
FLD0040,2026-04-13,0.7500,0.6069,0.3858,1.0923,715.7067,0.0797,19.0000
FLD0041,2026-04-13,0.7430,0.5695,0.3561,0.8603,713.5347,0.0750,50.0000
FLD0042,2026-04-13,0.8043,0.6230,0.3645,0.8963,711.8150,0.0609,12.0000
FLD0043,2026-04-13,0.7432,0.5729,0.3629,0.9514,715.5562,0.0903,42.0000
FLD0049,2026-04-13,0.8791,0.4968,0.3171,0.7008,714.3098,0.0806,28.0000
FLD0050,2026-04-13,0.6579,0.6400,0.3717,0.9536,713.6526,0.0821,8.0000
FLD0051,2026-04-13,0.8889,0.5006,0.3426,0.8386,714.5697,0.1115,3.0000
FLD0053,2026-04-13,0.8889,0.4762,0.2999,0.7764,719.0112,0.0439,6.0000
FLD0056,2026-04-13,0.7126,0.6052,0.3796,0.8694,714.6706,0.0292,9.0000
FLD0057,2026-04-13,0.5325,0.8141,0.4968,1.3863,715.6282,0.0282,12.0000
FLD0059,2026-04-13,0.8599,0.6325,0.3989,0.9538,714.4475,0.0650,8.0000
FLD0060,2026-04-13,0.5893,0.7225,0.4508,1.1880,714.4567,0.0447,2.0000
FLD0061,2026-04-13,0.6034,0.7785,0.4801,1.3545,715.1518,0.0963,3.0000
FLD0068,2026-04-13,0.5035,0.6673,0.4269,1.4228,717.5326,0.0783,7.0000
FLD0070,2026-04-13,0.6875,0.6370,0.4366,1.3393,717.7937,0.1038,4.0000
FLD0071,2026-04-13,0.6189,0.5406,0.3519,0.9098,715.3684,0.1001,26.0000
FLD0073,2026-04-13,1.0000,0.4663,0.2776,0.6299,713.8743,0.0225,2.0000
FLD0074,2026-04-13,0.6056,0.5669,0.3743,1.0162,718.8608,0.1317,2.0000
FLD0075,2026-04-13,0.6842,0.6456,0.3952,1.0446,715.0929,,1.0000
FLD0076,2026-04-13,0.9778,0.5145,0.3121,0.6238,712.7197,0.0431,4.0000
FLD0079,2026-04-13,0.5720,0.7615,0.4733,1.6315,717.6289,0.0759,13.0000
FLD0082,2026-04-13,0.5602,0.6451,0.4047,1.1220,716.2602,0.0839,18.0000
FLD0102,2026-04-13,0.6957,0.5696,0.3468,0.8708,716.6974,,1.0000
FLD0114,2026-04-13,0.8205,0.6663,0.4646,1.4115,718.2937,,1.0000
FLD0128,2026-04-13,0.8767,0.6418,0.3549,0.8354,712.2626,0.0414,4.0000
FLD0129,2026-04-13,0.9231,0.5810,0.3212,0.7871,712.5603,0.0693,3.0000
FLD0130,2026-04-13,1.0000,0.4801,0.2797,0.6012,714.1136,0.0588,2.0000
FLD0135,2026-04-13,0.7688,0.6221,0.3895,0.9356,713.7661,0.0416,7.0000
FLD0139,2026-04-13,0.9286,0.5791,0.2802,0.7191,711.8117,,1.0000
FLD0141,2026-04-13,0.7143,0.8089,0.5529,2.2631,721.4039,0.1057,2.0000
FLD0143,2026-04-13,0.5010,0.6873,0.4473,1.5722,718.0744,0.0900,36.0000
FLD0150,2026-04-13,0.5033,0.5851,0.3568,0.9546,715.2841,0.0674,6.0000
FLD0151,2026-04-13,0.8691,0.6112,0.3487,0.9533,713.3346,0.0720,12.0000
FLD0152,2026-04-13,0.8230,0.7273,0.4296,1.2875,714.4541,0.1073,10.0000
FLD0155,2026-04-13,0.6524,0.6152,0.3623,0.9751,713.0437,0.0969,6.0000
FLD0156,2026-04-13,0.5971,0.5827,0.3651,1.1345,714.2813,0.1420,11.0000
FLD0157,2026-04-13,0.8000,0.9530,0.5433,2.0374,717.0954,,1.0000
FLD0158,2026-04-13,0.7589,0.6499,0.3750,0.9884,713.4646,0.1083,3.0000
FLD0159,2026-04-13,0.9091,0.7370,0.3836,1.0473,711.9939,0.0731,9.0000
FLD0162,2026-04-13,1.0000,0.4832,0.3299,0.6765,716.1778,,1.0000
FLD0166,2026-04-13,0.6641,0.6164,0.4007,1.0617,718.2592,0.0789,8.0000
FLD0167,2026-04-13,0.6008,0.5825,0.3592,0.9962,714.3149,0.1181,26.0000
FLD0168,2026-04-13,0.6221,0.5305,0.3310,0.9248,713.4218,0.1340,13.0000
FLD0169,2026-04-13,1.0000,0.5448,0.3362,0.7335,712.2669,,1.0000
FLD0173,2026-04-13,0.5084,0.6451,0.3896,1.0944,714.0962,0.1055,16.0000
FLD0175,2026-04-13,0.7633,0.5255,0.3222,0.7477,712.5499,0.0963,5.0000
FLD0177,2026-04-13,0.8415,0.2992,0.1774,0.3939,708.8376,0.0965,5.0000
FLD0182,2026-04-13,0.9114,0.7686,0.4816,1.5092,717.6363,0.0477,7.0000
FLD0183,2026-04-13,0.5749,0.7640,0.4767,1.5883,717.9612,0.0787,10.0000
FLD0185,2026-04-13,0.5375,0.7315,0.4430,1.3249,716.9306,,1.0000
FLD0188,2026-04-13,0.7935,0.4556,0.2807,0.7051,711.8973,0.0776,28.0000
FLD0189,2026-04-13,1.0000,0.5250,0.3432,0.8791,714.7202,0.0946,3.0000
FLD0196,2026-04-13,0.9571,0.4679,0.2993,0.6532,714.6237,0.0270,2.0000
FLD0202,2026-04-13,0.5556,0.5259,0.3439,0.9279,718.9659,0.1455,2.0000
FLD0205,2026-04-13,0.5316,0.6929,0.4518,1.4153,717.6318,,1.0000
FLD0207,2026-04-13,1.0000,0.4020,0.2312,0.4854,715.5621,0.0318,4.0000
FLD0208,2026-04-13,1.0000,0.5264,0.3987,1.1594,721.2343,0.1355,2.0000
FLD0209,2026-04-13,0.9000,0.4801,0.3028,0.7890,715.7191,0.1366,5.0000
FLD0212,2026-04-13,1.0000,0.6844,0.3626,0.8945,711.0505,,1.0000
FLD0214,2026-04-13,1.0000,0.6372,0.3744,0.9113,715.3002,0.1142,3.0000
FLD0219,2026-04-13,0.9600,0.6637,0.3714,0.7778,709.5635,0.0398,2.0000
FLD0220,2026-04-13,1.0000,0.6066,0.3331,0.7350,713.6037,0.0826,3.0000
FLD0221,2026-04-13,0.8333,0.3786,0.2816,1.0055,714.6887,,1.0000
FLD0222,2026-04-13,0.9211,0.6458,0.3824,1.0269,715.8982,0.0542,8.0000
FLD0223,2026-04-13,1.0000,0.6173,0.4254,1.4348,718.5030,,1.0000
FLD0226,2026-04-13,0.7267,0.4921,0.3127,0.6448,713.1844,0.0838,6.0000
FLD0228,2026-04-13,0.8372,0.6243,0.3948,1.0283,715.4959,0.0924,16.0000
FLD0229,2026-04-13,0.5263,0.6174,0.4000,1.1622,717.4601,0.1111,3.0000
FLD0230,2026-04-13,0.5455,0.2565,0.1408,0.3258,709.9936,,1.0000
FLD0231,2026-04-13,0.9123,0.5493,0.3250,0.7382,712.7132,0.0459,13.0000
FLD0235,2026-04-13,0.6163,0.4815,0.3064,0.9781,713.2352,0.0981,3.0000
FLD0238,2026-04-13,1.0000,0.2460,0.2116,0.5066,728.1307,,1.0000
FLD0242,2026-04-13,0.6337,0.6675,0.4267,1.1356,715.8575,,1.0000
FLD0244,2026-04-13,0.7561,0.7213,0.4407,1.2137,715.7332,0.0658,2.0000
FLD0245,2026-04-13,0.9231,0.6364,0.3585,0.7485,708.7544,0.0146,3.0000
FLD0246,2026-04-13,0.5108,0.6096,0.4011,1.1758,715.1730,0.0877,8.0000
FLD0247,2026-04-13,0.8547,0.4996,0.3200,0.7311,712.8329,0.0838,18.0000
FLD0248,2026-04-13,0.6000,0.5976,0.3587,0.7967,712.4431,0.0382,7.0000
FLD0251,2026-04-13,0.6246,0.6156,0.3895,1.0453,715.2743,0.1143,22.0000
FLD0252,2026-04-13,0.5359,0.8321,0.5247,1.8199,718.0546,0.0329,4.0000
FLD0254,2026-04-13,0.5902,0.7817,0.5016,1.4784,717.9738,0.0318,7.0000
FLD0256,2026-04-13,0.6444,0.3260,0.2082,0.3843,712.3047,0.0228,2.0000
FLD0257,2026-04-13,0.9444,0.4868,0.2765,0.5545,710.0762,0.0634,4.0000
FLD0258,2026-04-13,1.0000,0.4394,0.2461,0.5033,714.6084,0.0249,2.0000
FLD0259,2026-04-13,0.7077,0.3816,0.2508,0.5307,714.5192,0.1065,17.0000
FLD0263,2026-04-13,0.5638,0.7416,0.4593,1.4390,716.7728,0.0443,8.0000
FLD0266,2026-04-13,0.7654,0.4519,0.2801,0.6199,711.1687,0.0910,75.0000
FLD0268,2026-04-13,0.7317,0.5671,0.3484,0.8981,713.0881,0.0707,4.0000
FLD0270,2026-04-13,0.6397,0.6934,0.4128,1.3057,715.3880,0.1052,8.0000
FLD0278,2026-04-13,0.7552,0.6003,0.3758,1.0280,714.8556,0.0864,14.0000
FLD0279,2026-04-13,0.5486,0.5706,0.3440,0.9399,714.6216,0.0766,9.0000
FLD0280,2026-04-13,0.5483,0.5767,0.3532,1.0147,714.8927,0.0887,14.0000
FLD0281,2026-04-13,0.9231,0.7910,0.4426,1.3360,714.8733,0.0325,2.0000
FLD0284,2026-04-13,0.8782,0.5267,0.3176,0.7770,710.8893,0.0960,16.0000
FLD0286,2026-04-13,0.7097,0.6251,0.3921,1.1277,715.9254,,1.0000
FLD0291,2026-04-13,0.9859,0.5074,0.3309,0.6895,715.2537,,1.0000
FLD0293,2026-04-13,0.9091,0.8192,0.4966,1.5894,717.3867,0.0520,4.0000
FLD0294,2026-04-13,0.5139,0.7792,0.4566,1.2495,714.8789,0.0044,2.0000
FLD0297,2026-04-13,0.8519,0.8425,0.5589,2.1171,719.5785,0.0173,3.0000
FLD0298,2026-04-13,0.6418,0.6568,0.4203,1.2839,716.5629,0.0453,5.0000
FLD0300,2026-04-13,0.5640,0.6181,0.3820,1.1878,714.7597,0.1584,5.0000
FLD0301,2026-04-13,0.5751,0.5747,0.3632,1.0411,716.1837,0.1397,4.0000
FLD0302,2026-04-13,0.5000,0.6960,0.4133,1.2488,715.5102,0.1001,10.0000
FLD0310,2026-04-13,1.0000,0.5319,0.3780,0.9139,717.3423,,1.0000
FLD0314,2026-04-13,0.9706,0.6571,0.4094,0.9280,713.6303,0.0403,5.0000
FLD0318,2026-04-13,0.5730,0.6093,0.3754,1.1183,715.7645,0.0940,15.0000
FLD0322,2026-04-13,0.6901,0.6694,0.4203,1.1562,716.5127,0.0697,7.0000
FLD0325,2026-04-13,1.0000,0.5600,0.3210,0.8660,712.5571,0.0840,8.0000
FLD0326,2026-04-13,0.7086,0.7011,0.4351,1.3228,716.6429,0.0444,7.0000
FLD0327,2026-04-13,0.5190,0.5825,0.3907,1.2932,716.1989,0.1958,2.0000
FLD0330,2026-04-13,0.5676,0.5493,0.3156,0.8089,712.1082,0.0807,4.0000
FLD0333,2026-04-13,0.5300,0.7555,0.4591,1.2674,715.7799,0.0566,3.0000
FLD0334,2026-04-13,0.6667,0.3275,0.1707,0.3435,702.8819,0.0918,17.0000
FLD0336,2026-04-13,0.7826,0.6810,0.3971,1.0038,713.4922,0.0830,6.0000
FLD0338,2026-04-13,0.6738,0.4102,0.2356,0.4200,709.1157,0.0859,8.0000
FLD0339,2026-04-13,0.8224,0.4544,0.2788,0.5207,712.1485,0.0843,8.0000
FLD0340,2026-04-13,0.8286,0.3636,0.2315,0.4667,711.2627,0.1454,7.0000
FLD0341,2026-04-13,0.5000,0.4489,0.2571,0.6400,713.2116,0.1063,3.0000
FLD0343,2026-04-13,0.6000,0.5787,0.3321,0.7282,711.7789,0.0582,3.0000
FLD0345,2026-04-13,0.8188,0.5372,0.3383,0.7661,715.3064,0.0706,14.0000
FLD0346,2026-04-13,0.5641,0.7826,0.4502,1.1859,713.9773,0.0431,4.0000
FLD0348,2026-04-13,0.5203,0.2153,0.1323,0.2476,710.4361,0.0601,3.0000
FLD0353,2026-04-13,0.7664,0.3348,0.2196,0.4587,716.7272,0.1218,7.0000
FLD0356,2026-04-13,0.6701,0.3648,0.2385,0.4669,711.8054,0.1040,20.0000
FLD0357,2026-04-13,0.9054,0.2965,0.2007,0.3234,711.8357,0.0551,8.0000
FLD0359,2026-04-13,0.5000,0.1702,0.1745,0.4805,730.0104,,1.0000
FLD0360,2026-04-13,0.5444,0.3144,0.2010,0.4800,715.2615,0.1489,9.0000
FLD0361,2026-04-13,0.5467,0.3517,0.2461,0.6293,717.2341,0.1041,4.0000
FLD0362,2026-04-13,0.7000,0.6802,0.3935,1.0935,713.9769,0.0403,5.0000
FLD0363,2026-04-13,0.5111,0.6394,0.3997,1.2028,716.0629,0.0376,3.0000
FLD0365,2026-04-13,0.9000,0.6822,0.4784,1.4926,718.6647,0.1129,2.0000
FLD0367,2026-04-13,0.5518,0.6641,0.4177,1.2442,716.5920,0.0763,8.0000
FLD0368,2026-04-13,0.5500,0.7836,0.4542,1.3891,716.1051,0.0575,4.0000
FLD0374,2026-04-13,0.7008,0.3884,0.2342,0.5173,709.9609,0.1175,73.0000
FLD0375,2026-04-13,0.8000,0.2909,0.2175,0.3327,715.4450,0.0217,2.0000
FLD0377,2026-04-13,0.6818,0.2683,0.1779,0.2792,709.7690,,1.0000
FLD0378,2026-04-13,0.5309,0.2867,0.1698,0.3518,713.4371,0.1084,4.0000
FLD0379,2026-04-13,0.7442,0.3942,0.2619,0.5310,713.1012,0.0525,6.0000
FLD0380,2026-04-13,0.6381,0.6428,0.3806,1.0899,714.7676,0.1000,43.0000
FLD0381,2026-04-13,0.5741,0.5435,0.3233,0.8191,712.7953,0.0977,14.0000
FLD0382,2026-04-13,0.6429,0.4480,0.2731,0.6013,713.1081,0.0356,3.0000
FLD0383,2026-04-13,0.7258,0.3334,0.2032,0.3860,710.0155,0.0846,26.0000
FLD0385,2026-04-13,0.7647,0.6375,0.3814,0.9674,714.0403,0.0982,9.0000
FLD0388,2026-04-13,0.6667,0.6094,0.4046,1.0749,718.5633,,1.0000
FLD0392,2026-04-13,0.8271,0.5694,0.3486,0.9584,714.1720,0.0870,22.0000
FLD0396,2026-04-13,0.5371,0.6133,0.3826,0.9813,715.6357,0.1323,6.0000
FLD0397,2026-04-13,0.5361,0.5774,0.3463,0.9398,713.0796,0.0608,3.0000
FLD0402,2026-04-13,0.6481,0.6150,0.4019,1.3624,717.2362,0.1273,9.0000
FLD0404,2026-04-13,0.5714,0.6862,0.4527,1.4424,717.6161,,1.0000
FLD0405,2026-04-13,0.5500,0.7200,0.4682,1.6492,717.8706,0.0687,3.0000
FLD0408,2026-04-13,1.0000,0.7682,0.3705,1.1917,710.8408,,1.0000
FLD0423,2026-04-13,0.9000,0.5629,0.3512,0.8107,714.9465,,1.0000
FLD0426,2026-04-13,0.8252,0.6673,0.4049,1.1569,715.5509,0.0767,13.0000
FLD0427,2026-04-13,0.8264,0.6184,0.3629,0.9524,713.1699,0.0887,10.0000
FLD0428,2026-04-13,0.6883,0.6401,0.3988,1.0545,715.3889,0.0990,24.0000
FLD0431,2026-04-13,0.8630,0.7277,0.4229,1.1177,714.4009,0.0187,3.0000
FLD0432,2026-04-13,0.9434,0.4427,0.2828,0.6540,714.2090,0.1503,3.0000
FLD0433,2026-04-13,0.7727,0.6005,0.3799,1.0275,713.5153,0.0792,3.0000
